,brand,fuel_type,transmission_type,price_USD,mileage_kkm,year_made,engine_size
747,57,5,1,14800,84,2016,1.4
748,87,5,3,123458,0,2021,3.0
749,74,0,0,72151,0,2020,2.0
750,35,0,0,25410,0,2019,1.5
751,49,4,0,45842,0,2021,1.6
752,61,5,1,11308,0,2021,1.6
753,84,0,0,28885,0,2021,2.0
754,78,5,4,23600,0,2021,2.0
755,117,4,0,60388,0,2020,2.0
756,72,4,0,34546,0,2021,2.0
757,56,5,0,67733,0,2021,2.0
758,90,5,4,22998,0,2020,1.3
759,74,0,1,32495,0,2020,1.6
760,72,5,0,43432,0,2021,2.5
761,81,0,4,27588,0,2020,1.6
762,116,0,0,45943,0,2021,2.0
763,22,0,1,20985,0,2020,1.6
764,78,5,4,28613,0,2021,2.0
765,87,5,0,88269,0,2020,2.0
766,84,0,0,32141,0,2021,2.0
767,84,0,0,26585,0,2020,1.5
768,112,5,0,29785,0,2021,2.5
769,60,5,0,21019,0,2021,1.6
770,56,1,4,86070,0,2021,0.0
771,51,5,4,51652,0,2020,2.0
772,108,5,0,19180,0,2021,1.6
773,89,5,1,11181,0,2020,1.5
774,90,5,1,18047,0,2021,1.6
775,90,0,1,15445,0,2021,1.5
776,56,5,0,146172,0,2021,5.0
777,81,0,4,34776,0,2020,1.6
778,90,0,1,14984,0,2021,1.5
779,6,0,0,88500,0,2021,3.0
780,72,5,0,31346,0,2021,2.0
781,35,0,1,42530,0,2020,2.0
782,22,5,0,19100,0,2020,1.2
783,22,5,0,21837,0,2020,1.2
784,56,0,0,59373,0,2021,2.0
785,81,5,4,22942,0,2021,1.2
786,74,0,0,80332,0,2020,2.1
787,90,0,1,14522,0,2020,1.5
788,87,1,0,138630,0,2020,0.0
789,74,5,0,277840,0,2020,4.0
790,49,5,0,16987,0,2021,1.4
791,108,5,0,22764,0,2020,1.4
792,108,5,0,28085,0,2021,1.5
793,60,5,0,16656,0,2021,1.4
794,61,5,1,9209,0,2021,1.6
795,78,0,0,45933,0,2021,2.4
796,99,5,0,28481,0,2021,1.5
797,106,5,4,37275,0,2021,2.0
798,81,0,4,24577,0,2021,1.6
799,81,5,4,23202,0,2021,2.0
800,74,4,0,70358,0,2020,2.0
802,74,0,0,81899,0,2021,2.0
803,35,0,0,36160,0,2020,2.0
804,72,5,0,52303,0,2020,2.5
805,72,5,0,40192,0,2021,2.5
806,78,0,0,50364,0,2021,2.4
808,74,0,0,79949,0,2021,2.0
809,60,5,1,16912,0,2021,1.6
810,90,5,1,17450,0,2020,1.6
811,22,0,1,20372,0,2021,1.6
812,84,0,0,35560,0,2020,2.0
813,87,5,0,103115,0,2020,2.0
814,64,5,0,216836,0,2021,5.0
815,6,5,0,152324,0,2021,4.0
816,101,5,0,26900,0,2021,1.4
817,72,5,0,40192,0,2021,2.5
818,116,0,0,48245,0,2021,2.0
819,81,0,4,34776,0,2020,1.6
820,49,5,0,20190,0,2021,1.5
821,56,0,0,78085,0,2021,2.0
822,56,1,4,86034,0,2020,0.0
823,45,5,0,24129,0,2021,2.0
824,56,5,0,75681,0,2020,2.0
825,117,5,0,85901,0,2020,2.0
826,45,5,1,17662,0,2020,1.5
827,90,5,1,17450,0,2020,1.6
828,35,0,0,42132,0,2020,2.0
829,64,0,0,64278,0,2021,2.0
830,74,0,0,44334,0,2020,2.0
831,117,5,0,65172,0,2020,2.0
832,90,5,1,17027,0,2021,1.6
833,78,5,4,26000,0,2020,2.0
834,90,5,1,5150,176,2006,1.6
835,84,0,0,31726,0,2021,2.0
836,81,5,1,24046,0,2021,2.0
837,81,0,4,32138,0,2021,1.6
838,35,5,0,20834,0,2020,1.0
839,72,4,0,34546,0,2021,2.0
840,22,5,0,20441,0,2021,1.2
841,20,3,1,5700,140,2008,1.8
842,6,0,1,16800,260,2011,2.0
843,56,1,4,86070,0,2021,0.0
844,84,0,0,32141,0,2021,2.0
845,81,0,4,30140,0,2020,1.6
846,106,5,4,37275,0,2021,2.0
847,106,5,4,37275,0,2021,2.0
848,78,0,0,45933,0,2021,2.4
849,87,5,0,84910,0,2020,2.0
850,56,1,4,89332,0,2021,0.0
851,117,4,0,60388,0,2020,2.0
853,78,5,4,16500,53,2014,2.0
854,22,0,0,29500,0,2020,2.0
855,72,5,1,5600,172,2008,2.0
857,81,0,4,30140,0,2020,1.6
858,106,5,4,37275,0,2021,2.0
859,87,5,0,84910,0,2020,2.0
860,56,1,4,89332,0,2021,0.0
862,78,5,4,16500,53,2014,2.0
863,22,0,0,29500,0,2020,2.0
864,72,5,1,5600,172,2008,2.0
868,116,0,1,13300,227,2016,2.0
869,83,0,1,8400,212,2012,1.7
870,6,0,0,17500,266,2014,3.0
871,49,0,0,16999,145,2014,2.0
872,112,5,0,16900,73,2016,2.5
873,72,3,1,6700,137,2007,1.6
874,6,0,0,16300,245,2011,3.0
875,81,0,1,17900,133,2015,1.5
876,78,0,0,19800,140,2011,3.2
877,49,5,0,11800,32,2016,2.0
878,60,5,0,15999,71,2016,2.4
879,83,5,1,4300,220,2000,1.6
880,116,0,0,41499,129,2017,3.0
881,90,0,1,6200,238,2008,1.5
882,116,0,0,17500,229,2015,2.0
883,46,5,0,12700,190,2012,2.4
884,116,0,0,81900,5,2020,2.0
885,72,5,0,27111,0,2021,2.0
886,101,0,1,12900,160,2017,1.6
887,6,0,0,5350,372,2000,2.5
888,72,5,0,17900,9,2019,2.5
889,78,3,0,11900,162,2011,2.4
890,90,0,1,7200,255,2011,1.5
891,74,0,0,23745,66,2016,2.1
892,67,3,0,14950,392,2004,4.7
894,35,0,1,8400,195,2011,1.6
897,116,5,0,9700,220,2012,2.5
898,101,5,1,8700,230,2011,1.8
899,117,0,1,6800,211,2008,1.6
900,6,5,0,18999,56,2008,2.0
901,78,0,0,50132,0,2021,2.4
902,57,5,0,8750,243,2010,2.4
903,74,5,0,227104,0,2021,4.0
904,78,3,0,15999,118,2008,3.0
905,111,1,0,47500,23,2018,0.0
906,72,3,0,3000,400,1992,2.0
908,46,5,1,14300,141,2013,2.4
910,117,5,0,9850,166,2011,2.5
912,6,0,0,18777,135,2015,2.0
913,116,3,1,6550,243,2005,1.4
914,22,0,1,5300,264,2007,1.6
915,112,3,0,15450,164,2015,2.5
918,6,0,0,27900,185,2013,3.0
919,46,3,0,6900,180,2007,1.8
920,116,0,1,7750,208,2013,1.6
921,60,0,1,7400,221,2011,1.6
922,81,5,0,5700,250,2006,2.3
923,87,0,0,31900,136,2014,3.0
924,116,0,0,14950,160,2012,2.0
926,6,0,0,65900,66,2018,3.0
927,49,2,0,9990,389,2015,2.0
928,22,5,0,20391,0,2021,1.2
929,22,5,1,14565,0,2021,1.2
930,22,5,0,20890,0,2021,1.2
932,87,5,0,13700,150,2008,3.6
933,112,5,0,21900,40,2019,2.5
934,20,5,0,8000,222,2014,1.4
935,49,5,1,11250,157,2008,2.7
936,116,3,0,11900,127,2014,1.8
937,112,5,0,8500,270,2008,2.4
938,49,0,0,19700,136,2014,2.2
939,116,5,1,5550,267,2002,2.0
940,20,5,0,8799,146,2016,1.4
941,116,5,0,13600,44,2016,1.8
942,6,5,0,30900,64,2017,2.0
943,101,0,0,14570,165,2017,2.0
944,116,0,0,59999,68,2018,3.0
946,64,0,3,61500,89,2014,3.0
947,11,5,0,44500,26,2018,3.0
948,112,3,0,25900,289,2008,5.7
949,64,0,0,61000,50,2015,3.0
950,116,0,0,16000,126,2014,2.0
951,90,0,1,9555,169,2015,1.5
952,46,5,4,12900,162,2012,2.4
953,112,0,1,6300,236,2007,1.4
954,57,5,0,9399,268,2012,2.0
956,11,0,0,31550,215,2015,2.0
957,11,3,0,8500,236,2007,4.8
958,112,5,1,7850,275,2007,2.01
959,20,3,0,5500,110,2008,1.5
960,60,5,0,24900,65,2018,1.6
961,116,0,0,19500,200,2015,2.0
962,35,3,0,11800,130,2014,2.0
963,81,5,0,11500,120,2012,1.6
964,116,5,0,15250,102,2018,2.0
965,90,0,1,7300,180,2010,1.5
966,6,5,3,22500,177,2012,3.0
967,81,1,4,35345,0,2021,0.0
968,101,5,1,6200,245,2006,1.6
969,83,0,1,12200,177,2016,1.6
970,35,0,1,6500,168,2010,1.6
971,101,0,0,12200,250,2014,2.0
972,35,0,1,7550,191,2012,1.6
973,101,3,1,6300,236,2004,2.0
974,101,3,1,8500,101,2017,1.0
976,60,5,0,10550,81,2013,2.4
978,6,5,0,13900,254,2011,2.0
979,116,5,0,11300,85,2016,1.8
980,84,5,0,6700,146,2010,1.6
981,74,5,0,286700,2,2021,4.0
983,116,0,1,11150,218,2012,2.0
984,101,5,1,6950,205,2006,1.6
985,116,5,0,5599,176,2001,1.6
986,49,5,0,16500,133,2015,2.4
987,60,5,0,13600,44,2017,2.4
988,6,0,0,19555,237,2011,3.0
989,116,0,0,28900,83,2018,2.0
990,6,0,4,12200,191,2009,2.0
991,112,3,0,22000,61,2017,2.0
992,83,0,0,8500,163,2010,1.7
993,49,5,0,18200,3,2018,2.4
994,74,0,0,20000,268,2012,2.2
995,116,5,1,16000,85,2015,2.0
996,74,3,0,9000,329,2002,5.0
997,101,3,1,9500,61,2015,1.0
998,78,5,4,28269,0,2021,2.0
999,49,5,0,28490,0,2021,2.0
1000,49,0,0,52122,0,2021,2.2
1001,74,0,3,47500,80,2019,2.0
1003,90,0,1,8800,206,2014,1.5
1004,111,1,0,33500,140,2013,0.0
1005,60,5,0,9600,73,2011,1.6
1006,101,0,0,9999,252,2014,1.6
1007,116,5,1,4800,149,2001,1.4
1008,74,0,0,38562,0,2018,2.1
1009,90,0,2,8300,155,2013,1.5
1011,35,5,0,9100,159,2013,1.6
1012,116,5,0,13100,38,2016,1.8
1013,49,5,0,14800,100,2012,2.4
1014,116,5,0,9999,132,2015,1.8
1015,112,5,1,12500,60,2017,1.3
1016,35,5,0,13900,15,2018,1.0
1017,101,0,0,10800,225,2013,1.6
1018,35,5,0,8600,97,2015,1.6
1019,74,0,0,25800,170,2013,3.0
1020,87,5,0,13500,230,2006,4.5
1022,64,0,0,66800,156,2015,4.4
1023,101,0,1,4700,179,2008,1.4
1025,101,5,1,6333,170,2009,1.6
1026,83,0,1,5500,229,2008,1.7
1027,35,5,0,20900,95,2016,3.5
1028,81,1,0,9100,121,2012,0.0
1029,11,0,0,40500,91,2017,2.0
1030,74,0,0,33500,144,2015,2.2
1031,106,5,0,13200,109,2016,2.5
1032,78,5,0,9300,150,2008,2.4
1033,67,5,0,18150,135,2008,4.6
1034,116,3,1,5100,194,2002,1.6
1035,90,0,1,8450,210,2012,1.5
1036,81,3,4,11300,103,2011,1.6
1037,20,5,0,18599,60,2018,2.0
1038,22,0,2,6200,270,2008,2.0
1039,116,5,0,8499,191,2014,1.8
1042,72,0,0,21200,91,2017,2.2
1044,20,5,1,8655,122,2016,1.8
1045,90,5,0,12500,61,2015,2.0
1046,60,0,0,14000,65,2016,1.6
1047,129,3,1,3450,173,2006,2.3
1048,60,5,0,12900,115,2017,2.4
1049,49,5,0,14800,140,2013,2.4
1051,101,5,1,4333,199,2007,1.2
1052,60,1,0,15200,28,2017,0.0
1053,83,0,1,7900,268,2012,1.7
1054,6,5,0,16500,110,2011,2.0
1055,35,5,0,24300,72,2016,2.7
1056,49,5,0,14099,180,2014,1.6
1057,72,0,1,14000,174,2013,2.2
1058,116,0,1,12500,100,2016,1.6
1059,116,0,0,26300,160,2017,2.0
1060,6,5,0,19000,100,2013,2.0
1061,6,5,0,46000,70,2017,3.0
1062,101,5,0,11200,110,2012,1.8
1063,116,0,0,5500,277,2004,1.9
1064,81,5,0,12900,148,2012,1.6
1065,35,0,1,12850,198,2014,2.2
1066,77,5,0,10000,158,2013,1.6
1068,81,0,1,23000,87,2015,1.6
1069,57,5,0,41500,12,2019,2.0
1070,116,0,1,8350,240,2009,2.0
1072,78,5,4,9200,104,2016,2.0
1073,84,5,0,13000,60,2012,1.6
1074,101,5,1,5400,127,2009,1.2
1075,112,5,0,9500,290,2008,2.4
1076,57,5,0,11900,181,2015,2.4
1077,116,0,0,13200,158,2016,1.6
1078,74,5,0,216887,2,2021,4.0
1079,112,4,0,32900,20,2019,2.5
1080,35,5,0,24890,60,2015,2.3
1081,112,5,0,15500,93,2017,2.5
1082,116,0,0,26700,66,2012,3.0
1085,6,5,0,12900,180,2007,3.2
1086,101,0,1,12900,180,2017,1.6
1088,35,0,1,5899,165,2008,1.8
1090,25,5,1,2700,180,2007,1.5
1091,112,5,0,12000,70,2007,2.0
1093,35,0,1,8099,238,2013,1.6
1094,46,5,0,15000,43,2018,1.5
1095,60,0,1,8950,246,2012,1.6
1096,6,5,0,18500,179,2012,3.0
1097,101,3,1,4600,175,2005,1.4
1099,116,0,0,29800,170,2013,3.0
1100,74,3,3,5800,300,2001,4.3
1101,116,5,0,12500,67,2017,1.4
1102,116,0,3,33333,218,2015,3.0
1103,116,0,0,13500,226,2013,2.0
1104,112,5,0,35200,69,2015,3.5
1105,77,5,1,15999,67,2014,2.0
1107,78,5,4,15300,12,2019,2.0
1108,6,5,0,58999,2,2019,3.0
1109,101,3,1,8800,125,2013,1.2
1110,35,5,0,9500,230,2013,1.6
1111,72,5,0,12375,53,2015,2.5
1112,69,5,3,38000,45,2017,3.0
1113,40,5,0,70800,0,2021,3.6
1114,111,1,4,131672,0,2021,0.0
1115,6,5,0,240392,0,2021,4.0
1116,108,5,0,28085,0,2021,1.5
1117,108,5,0,26311,0,2020,1.5
1118,108,5,0,23777,0,2021,1.5
1119,108,5,0,21171,0,2021,1.6
1120,78,5,1,20089,0,2020,1.6
1121,101,5,2,37140,0,2021,2.0
1122,35,0,0,24903,0,2019,1.5
1123,87,5,0,103828,0,2020,2.0
1124,108,5,0,26311,0,2020,1.5
1125,35,5,0,22514,0,2020,1.0
1126,101,5,0,27150,0,2021,1.4
1127,78,5,4,30495,0,2021,2.4
1128,6,5,0,150469,0,2021,4.0
1129,116,5,0,42226,0,2021,2.0
1130,81,0,1,28052,0,2021,1.6
1131,6,0,0,90900,0,2021,3.0
1132,81,5,4,25200,0,2021,2.0
1133,11,5,0,91094,0,2021,3.0
1134,22,0,0,28921,0,2020,1.5
1135,32,5,1,17338,0,2020,1.4
1136,35,0,0,31907,0,2020,1.5
1137,116,5,0,24000,0,2020,1.0
1138,108,5,1,19868,0,2021,1.6
1139,87,5,0,91917,0,2021,2.0
1140,22,5,1,15115,0,2021,1.2
1141,81,5,1,20095,0,2021,1.2
1142,78,0,1,39056,0,2021,2.4
1143,60,5,0,23435,0,2021,1.6
1144,35,5,0,25297,0,2020,1.0
1145,35,5,0,22496,0,2020,1.0
1146,19,5,4,21900,0,2021,1.5
1147,22,5,0,16983,0,2021,1.6
1148,60,5,1,21623,0,2020,1.6
1149,81,0,4,28152,0,2020,1.6
1150,22,0,1,22496,0,2020,1.6
1151,60,5,1,15783,0,2021,1.4
1152,49,5,0,36106,0,2021,2.0
1153,116,5,0,45356,0,2021,2.0
1154,64,0,0,216401,0,2021,3.0
1155,101,5,1,15900,0,2020,1.0
1156,101,5,2,35228,0,2021,2.0
1157,108,5,0,21642,0,2020,1.6
1158,72,5,0,43432,0,2021,2.5
1159,74,5,0,189077,0,2020,3.0
1160,35,0,0,25384,0,2019,1.5
1161,61,5,1,11887,0,2021,1.6
1163,49,5,0,27654,0,2021,1.6
1164,55,5,1,12850,0,2020,1.5
1165,101,5,0,26491,0,2021,1.4
1166,22,0,0,42950,0,2020,2.0
1167,116,5,0,41200,0,2021,2.0
1168,90,0,1,13975,0,2020,1.5
1169,64,0,0,223081,0,2021,3.0
1170,64,0,0,99600,0,2020,3.0
1171,81,5,1,23517,0,2021,2.0
1172,87,1,0,143329,0,2020,0.0
1173,87,5,0,75210,0,2020,2.0
1174,108,5,0,26311,0,2020,1.5
1175,35,0,0,40730,0,2020,2.0
1176,108,4,4,19361,0,2021,1.2
1177,87,5,0,216208,0,2021,3.0
1178,35,5,0,20907,0,2020,1.0
1179,74,5,0,189202,0,2020,3.0
1180,64,0,0,94792,0,2021,2.0
1181,90,0,0,27207,0,2021,1.5
1182,11,0,0,95450,0,2021,3.0
1183,35,0,0,24950,0,2019,1.5
1184,64,0,0,102378,0,2020,3.0
1185,90,0,1,20842,0,2021,1.5
1186,61,5,1,14373,0,2021,1.8
1187,116,0,0,50680,0,2021,2.0
1188,35,5,0,27075,0,2020,1.0
1189,116,5,0,45653,0,2021,2.0
1190,60,5,1,22348,0,2021,1.6
1191,22,5,0,19492,0,2021,1.2
1192,19,5,1,10400,0,2020,1.5
1193,22,0,0,35071,0,2021,2.0
1194,116,5,0,44777,0,2021,2.0
1195,83,0,0,34748,0,2019,2.0
1196,56,5,0,58709,0,2021,2.0
1197,72,4,0,34546,0,2021,2.0
1198,60,5,0,20415,0,2020,1.4
1199,56,5,0,61536,0,2020,2.0
1200,74,0,0,87051,0,2020,2.0
1201,74,0,1,59071,0,2021,2.1
1202,35,5,0,26696,0,2020,1.0
1203,74,5,0,201487,0,2020,3.0
1204,35,5,0,27230,0,2020,1.0
1205,72,5,0,30007,0,2021,2.5
1206,64,0,0,60376,0,2021,2.0
1207,87,5,3,144380,0,2021,3.0
1208,101,0,1,5500,165,2005,1.9
1209,61,5,1,9358,0,2021,1.6
1210,61,5,1,12822,0,2020,1.7
1211,117,5,0,39320,0,2020,1.5
1212,64,0,0,82410,0,2021,3.0
1213,22,5,0,22623,0,2020,1.2
1214,60,5,1,19932,0,2021,1.6
1215,90,0,0,24697,0,2020,1.5
1216,78,3,0,7300,192,2007,2.0
1217,60,5,0,30079,0,2020,1.4
1218,81,0,4,24591,0,2021,1.6
1219,60,5,0,20415,0,2020,1.4
1220,78,5,4,33626,0,2021,1.5
1221,81,5,4,26713,0,2020,2.0
1222,64,0,0,208465,0,2020,3.0
1223,87,1,0,122286,0,2021,0.0
1224,108,5,0,19868,0,2021,1.6
1225,72,5,0,28816,0,2021,2.0
1226,74,0,0,67821,0,2021,2.0
1227,49,5,0,28866,0,2020,1.6
1228,81,5,1,19645,0,2021,1.2
1229,70,5,0,126905,0,2019,3.0
1230,22,0,0,42950,0,2020,2.0
1231,106,4,4,43544,0,2021,2.0
1232,81,0,4,28152,0,2020,1.6
1233,49,5,0,25880,0,2021,1.6
1234,55,5,1,12850,0,2020,1.5
1235,78,0,0,45933,0,2021,2.4
1236,78,0,0,46331,0,2020,2.4
1237,35,0,0,25350,0,2019,1.5
1238,64,5,0,59470,0,2020,2.0
1239,64,0,0,61499,0,2020,2.0
1240,35,0,0,25384,0,2019,1.5
1241,87,5,0,92883,0,2020,2.0
1242,84,0,0,40561,0,2021,2.0
1243,22,5,0,19329,0,2020,1.2
1244,56,0,0,52850,0,2020,2.0
1245,81,0,4,24577,0,2021,1.6
1246,64,5,0,76237,0,2021,2.0
1247,112,5,0,42500,77,2018,3.5
1248,64,0,0,117000,10,2020,3.0
1249,78,5,4,26278,0,2020,1.5
1250,74,0,0,193360,0,2020,2.9
1251,74,5,0,204847,0,2020,3.0
1252,87,1,0,160773,0,2020,0.0
1254,72,5,0,24791,0,2021,2.0
1255,90,5,1,5500,158,2006,1.6
1256,22,5,0,23886,0,2021,1.2
1257,64,0,0,58020,0,2020,2.0
1258,117,4,0,60787,0,2020,2.0
1259,90,0,1,7800,255,2010,1.5
1260,35,5,0,12800,155,2014,2.0
1261,116,3,1,4500,266,1998,1.6
1262,112,3,0,19999,330,2007,4.0
1263,81,0,1,6950,154,2013,1.5
1264,72,5,0,28103,0,2021,2.0
1265,72,5,0,24791,0,2021,2.0
1266,51,5,4,60411,0,2021,2.0
1267,64,5,0,145000,10,2019,5.0
1268,101,5,1,7500,189,2009,1.8
1269,74,5,0,483199,0,2021,4.0
1270,74,4,0,217439,0,2021,4.0
1271,74,4,0,217439,0,2021,4.0
1272,11,5,1,9300,495,2007,2.0
1273,72,5,0,6500,215,2009,2.3
1274,116,5,1,6900,138,2007,1.4
1275,90,0,2,9400,173,2013,1.5
1276,90,3,1,4600,131,2010,1.4
1277,90,0,1,8950,67,2016,1.5
1279,112,3,0,11480,146,2014,2.5
1281,84,0,0,36196,0,2020,2.0
1283,108,4,4,17551,0,2021,1.2
1284,117,5,0,14800,112,2016,2.0
1285,35,5,1,6050,183,2009,1.4
1287,74,3,0,4300,182,2001,1.6
1288,112,5,4,14999,72,2014,1.6
1289,15,5,0,159000,0,2021,6.2
1290,15,5,0,159000,0,2021,6.2
1291,6,0,4,16800,188,2015,2.0
1292,72,5,0,12900,94,2016,2.0
1293,112,3,0,31999,218,2008,5.7
1294,90,3,1,5700,185,2012,1.4
1295,116,5,0,9900,154,2009,2.0
1296,11,3,0,11200,215,2004,2.2
1297,78,5,4,33626,0,2021,1.5
1298,20,5,1,5300,134,2011,1.5
1300,116,0,0,19750,247,2012,3.0
1302,101,5,1,7919,153,2010,1.8
1303,11,5,0,19500,180,2013,2.0
1304,35,3,1,4600,215,2008,1.4
1306,116,0,1,10700,187,2012,1.6
1307,74,0,0,34400,34,2019,2.1
1308,23,3,1,3800,130,2005,1.6
1309,78,5,0,19700,62,2016,2.4
1310,49,3,0,7000,251,2006,3.3
1311,49,5,1,13755,0,2021,1.2
1312,49,5,0,32323,0,2021,2.0
1313,74,5,0,183558,0,2020,4.0
1315,83,5,1,5100,139,2006,1.4
1316,74,0,0,40033,0,2018,2.1
1317,49,5,0,13499,71,2016,2.0
1318,67,4,0,26600,36,2016,2.5
1320,101,5,0,6999,170,2006,1.8
1321,35,5,1,5100,216,2006,2.0
1322,6,3,0,16500,183,2012,2.0
1323,11,0,3,35999,73,2016,2.0
1324,74,0,0,41173,0,2018,2.1
1325,74,0,0,44442,0,2018,2.1
1326,83,5,1,4551,232,2004,1.6
1327,72,5,3,20600,54,2017,2.5
1328,46,0,1,5300,200,2004,2.2
1329,116,0,0,35300,100,2017,2.0
1330,78,5,4,24939,0,2021,2.0
1331,78,5,4,22767,0,2021,2.0
1332,78,5,4,28269,0,2021,2.0
1333,67,5,0,30500,109,2010,4.6
1335,60,1,0,13999,70,2015,0.0
1336,11,0,0,49000,107,2016,3.0
1337,74,0,0,98454,17,2020,2.9
1338,116,5,0,29000,41,2017,3.6
1339,51,5,0,17399,80,2015,3.7
1340,49,2,0,8990,255,2016,2.0
1341,111,1,0,33700,29,2016,0.0
1342,116,5,0,13300,108,2016,1.8
1343,116,5,0,10950,77,2015,2.0
1344,90,5,1,5750,212,2012,1.2
1345,35,5,0,7650,123,2015,1.6
1346,74,5,0,11999,230,2011,1.8
1347,60,1,0,15100,23,2017,0.0
1348,57,3,0,12900,87,2016,2.4
1349,6,5,3,47900,94,2015,3.0
1350,11,5,0,16800,180,2011,3.0
1352,28,5,0,15200,54,2018,2.4
1353,112,3,0,22900,100,2015,2.5
1354,74,5,0,25900,64,2007,5.5
1355,35,3,1,4500,200,2007,1.6
1356,116,3,0,9800,260,2010,1.8
1357,87,5,0,49500,71,2017,2.0
1358,116,0,0,62999,57,2018,3.0
1359,60,3,1,6600,237,2012,1.2
1360,116,3,0,6890,211,2008,1.6
1361,6,5,0,43900,50,2017,3.0
1362,90,5,1,6700,160,2007,2.0
1364,35,3,1,7400,185,2011,1.6
1365,101,0,0,17995,189,2016,2.0
1367,60,5,0,13950,66,2015,2.4
1368,35,5,1,5999,153,2008,1.6
1369,74,0,0,104000,0,2021,2.9
1370,64,5,0,193280,0,2021,5.0
1371,74,5,0,338240,0,2021,4.0
1372,74,5,0,302000,0,2021,4.0
1373,108,4,4,17551,0,2021,1.2
1374,78,5,1,21247,0,2021,1.6
1375,78,5,4,31382,0,2020,1.5
1376,78,0,1,33988,0,2021,2.4
1377,72,5,0,43432,0,2021,2.5
1378,84,0,0,39809,0,2021,2.0
1380,22,5,1,15286,0,2021,1.6
1381,49,5,1,21345,0,2020,1.6
1382,90,0,0,27231,0,2021,1.5
1383,117,5,0,57827,0,2020,2.0
1384,29,4,0,73478,0,2021,1.6
1385,117,5,0,63746,0,2020,2.0
1386,35,0,0,36043,0,2020,2.0
1387,60,5,0,18817,0,2021,1.6
1388,116,0,0,62990,0,2020,2.0
1389,116,5,0,28590,0,2021,1.4
1390,116,5,0,46488,0,2021,2.0
1391,78,0,0,50132,0,2021,2.4
1392,78,0,0,50620,0,2021,2.4
1393,78,5,4,25337,0,2020,1.5
1394,81,5,4,23202,0,2021,2.0
1395,78,5,4,23853,0,2021,2.0
1396,35,0,0,25518,0,2019,1.5
1397,83,0,0,27167,0,2021,1.5
1398,117,0,0,70059,0,2020,2.0
1399,78,5,1,20089,0,2020,1.6
1400,22,5,0,29538,0,2021,1.6
1401,87,5,0,145310,0,2021,2.5
1402,58,5,0,19900,0,2021,1.5
1403,78,5,4,25663,0,2020,2.0
1404,108,4,4,16574,0,2020,1.2
1405,60,5,0,17524,0,2021,1.6
1406,61,5,1,12594,0,2021,1.6
1407,78,0,0,46041,0,2020,2.4
1408,32,5,1,13208,0,2020,1.4
1409,108,5,0,23777,0,2021,1.5
1410,78,5,4,22659,0,2021,2.0
1411,32,5,1,15250,0,2021,1.4
1412,108,5,0,22764,0,2021,1.6
1413,84,0,1,25777,0,2021,1.6
1414,19,5,4,16000,0,2021,1.5
1415,56,1,4,72359,0,2019,0.0
1416,116,0,0,50938,0,2021,2.0
1417,64,0,0,88087,0,2021,3.0
1418,35,0,0,32134,0,2020,1.5
1419,87,5,2,196832,0,2020,2.9
1420,90,5,1,16875,0,2021,1.6
1421,74,5,0,235560,0,2021,3.0
1422,89,5,0,11329,0,2020,1.2
1423,72,5,0,30007,0,2021,2.5
1424,11,0,0,79021,0,2021,2.0
1425,35,5,0,25430,0,2020,1.0
1426,72,5,0,28816,0,2021,2.0
1427,84,5,1,13755,0,2020,1.6
1428,84,0,1,25298,0,2020,1.6
1429,87,4,0,188182,0,2021,2.9
1430,64,0,0,122503,0,2021,3.0
1431,56,5,0,54046,0,2020,2.0
1432,11,0,0,38599,0,2020,2.0
1433,116,5,0,44780,0,2021,2.0
1434,22,5,1,13574,0,2020,1.6
1435,89,5,0,11333,0,2020,1.2
1436,78,5,4,30007,0,2021,2.4
1437,49,5,0,44872,0,2021,2.5
1438,60,5,0,17475,0,2021,1.6
1439,108,5,0,21280,0,2021,1.6
1440,81,0,4,30110,0,2020,1.6
1441,56,1,4,75705,0,2020,0.0
1442,72,4,0,29598,0,2021,2.0
1443,60,5,0,21102,0,2021,1.6
1444,87,5,3,118094,0,2021,3.0
1445,22,0,0,23824,0,2020,1.5
1446,6,0,0,91263,0,2020,3.0
1447,90,5,2,14963,0,2021,0.9
1449,22,5,1,13689,0,2020,1.6
1450,87,4,2,174484,0,2021,2.9
1451,87,4,2,177298,0,2020,2.9
1452,60,5,0,23527,0,2021,1.6
1453,74,0,0,83908,0,2021,2.0
1454,83,0,0,25649,0,2020,1.5
1455,78,5,4,33626,0,2021,1.5
1456,35,5,0,20735,0,2020,1.0
1457,78,5,1,21247,0,2021,1.6
1458,74,0,0,119350,0,2020,2.1
1459,78,5,4,25699,0,2020,2.0
1460,84,0,1,24199,0,2021,1.6
1461,106,5,4,35519,0,2020,2.0
1462,89,5,1,11181,0,2020,1.5
1463,78,5,1,20089,0,2020,1.6
1464,90,5,1,17838,0,2020,1.6
1465,70,5,0,133363,0,2021,3.0
1466,106,5,4,31805,0,2021,2.0
1467,49,5,1,21345,0,2020,1.6
1468,56,1,4,94115,0,2020,0.0
1469,90,5,1,17027,0,2021,1.6
1470,81,5,4,32258,0,2020,2.5
1471,22,0,0,38861,0,2020,2.0
1472,101,0,0,25462,0,2019,1.6
1473,60,5,1,16976,0,2021,1.6
1474,101,5,1,22865,0,2020,1.5
1475,116,0,0,62990,0,2021,2.0
1476,81,0,4,30140,0,2020,1.6
1477,89,5,0,12010,0,2020,1.5
1478,49,4,0,39146,0,2021,1.6
